,Ano Mes,Local de instalação,HH,Quantidade de Acidentes,Quantidade de Acidentes de Alto Potencial,Binario Acidentes de Alto Potencial
237,2020-04,S-S-IVI2,86.95142857142856,0.0,0.0,0.0
238,2020-04,S-S-MBR,3.0,0.0,0.0,0.0
239,2020-04,S-S-NPE2,34.2590293040293,0.0,0.0,0.0
240,2020-04,S-U-UHBC,204.0657963306316,0.0,0.0,0.0
241,2020-04,S-S-SCR1,47.83179487179488,0.0,0.0,0.0
242,2020-04,S-S-MCH,46.65590659340663,0.0,0.0,0.0
243,2020-04,S-U-UHJB,115.19760678472768,0.0,0.0,0.0
244,2020-04,S-E-CMLAR,0.0,0.0,0.0,0.0
245,2020-04,S-S-QUI,12.8,0.0,0.0,0.0
246,2020-04,S-E-RTB,0.0,0.0,0.0,0.0
247,2020-04,S-S-CAM3,32.8,0.0,0.0,0.0
248,2020-04,S-E-RBT,0.2,0.0,0.0,0.0
249,2020-04,S-S-NAN,14.2,0.0,0.0,0.0
250,2020-04,S-E-SJO,35.40000000000002,0.0,0.0,0.0
251,2020-04,S-E-LSU,11.499999999999998,0.0,0.0,0.0
252,2020-04,S-E-NAV,0.5,0.0,0.0,0.0
253,2020-04,S-S-BIG,262.4199048904313,0.0,0.0,0.0
254,2020-04,S-E-UNI,0.0,0.0,0.0,0.0
255,2020-04,S-E-RUM,0.8888888888888888,0.0,0.0,0.0
256,2020-04,S-E-RCA,15.866666666666664,0.0,0.0,0.0
257,2020-04,S-S-YTA,186.99706583971047,0.0,0.0,0.0
258,2020-04,S-S-TPR2,83.11684981684982,0.0,0.0,0.0
259,2020-04,S-S-ITA,141.36120238095256,0.0,0.0,0.0
260,2020-04,S-U-UHPJ,568.1994202452266,0.0,0.0,0.0
261,2020-04,S-E-PAU,1.4666666666666666,0.0,0.0,0.0
262,2020-04,S-S-LNS,6.096774193548387,0.0,0.0,0.0
263,2020-04,S-E-SERT,29.3,0.0,0.0,0.0
264,2020-04,S-E-RXA,1.1428571428571428,0.0,0.0,0.0
265,2020-04,S-S-CVO,11.555465587044534,0.0,0.0,0.0
266,2020-04,S-S-RCO,53.85196581196583,0.0,0.0,0.0
267,2020-04,S-U-UHSD,909.679641081356,0.0,0.0,0.0
268,2020-04,S-S-JLA,41.17079365079369,0.0,0.0,0.0
269,2020-04,S-S-PFU,198.2713492063492,0.0,0.0,0.0
270,2020-04,S-S-DRO,164.63759615384615,0.0,0.0,0.0
271,2020-04,S-S-ARE,502.39895427710815,0.0,0.0,0.0
272,2020-04,S-S-JLB,34.63169808463926,0.0,0.0,0.0
273,2020-04,S-S-IVP,177.50663292144574,0.0,0.0,0.0
274,2020-04,S-S-PME,56.63128801069978,0.0,0.0,0.0
275,2020-04,S-S-IJU2,29.450769230769225,0.0,0.0,0.0
276,2020-04,S-S-CTA,29.512573395835293,0.0,0.0,0.0
277,2020-04,S-S-SSA,258.6006653646599,0.0,0.0,0.0
278,2020-04,S-S-VIN,48.49340336134454,0.0,0.0,0.0
279,2020-04,S-S-LON,479.4046042049529,0.0,0.0,0.0
280,2020-04,S-S-XAN,125.29266001772734,0.0,0.0,0.0
281,2020-04,S-S-ALE,100.10638278388278,0.0,0.0,0.0
282,2020-04,S-S-ATL2,63.75152658152658,0.0,0.0,0.0
283,2020-04,S-S-CBA,376.4906936516453,0.0,0.0,0.0
284,2020-04,S-S-BLU,651.3808327783327,0.0,0.0,0.0
285,2020-04,S-S-LIV3,0.0,0.0,0.0,0.0
286,2020-04,S-S-CNO,242.78845701257907,0.0,0.0,0.0
287,2020-04,S-S-GAR1,7.221258306910482,0.0,0.0,0.0
288,2020-04,S-S-FHA,89.66920293847565,0.0,0.0,0.0
289,2020-04,S-S-CUR,273.0512135176649,0.0,0.0,0.0
290,2020-04,S-S-JNO,28.0462416056166,0.0,0.0,0.0
291,2020-04,S-S-SID,80.76339498341203,0.0,0.0,0.0
292,2020-04,S-S-LGR,532.3765273993683,0.0,0.0,0.0
293,2020-04,S-S-CMO,183.03976814254332,0.0,0.0,0.0
294,2020-04,S-S-FAR,130.60780812884803,0.0,0.0,0.0
295,2020-04,S-S-STA,109.68195054945063,0.0,0.0,0.0
296,2020-04,S-S-JOI,77.09458917240758,0.0,0.0,0.0
297,2020-04,S-S-ABT,33.90973389355743,0.0,0.0,0.0
298,2020-04,S-S-LNA,17.501190476190473,0.0,0.0,0.0
299,2020-04,S-S-PAL,323.5911194361196,0.0,0.0,0.0
300,2020-04,S-S-OSO2,6.611895424836602,0.0,0.0,0.0
301,2020-04,S-S-MIM,174.95185042230497,0.0,0.0,0.0
302,2020-04,S-S-SOS,180.9381202131203,0.0,0.0,0.0
303,2020-04,S-S-ASS,262.5670177405337,0.0,0.0,0.0
304,2020-05,S-S-SCR1,35.311794871794866,0.0,0.0,0.0
305,2020-05,S-E-NAV,0.5,0.0,0.0,0.0
306,2020-05,S-S-BLU,798.4488721074298,0.0,0.0,0.0
307,2020-05,S-S-MIS,262.88846153846146,0.0,0.0,0.0
308,2020-05,S-E-RTB,29.5,0.0,0.0,0.0
309,2020-05,S-S-NPE2,82.69617216117213,0.0,0.0,0.0
310,2020-05,S-S-CNO,409.9827427268643,0.0,0.0,0.0
311,2020-05,S-S-MBR,3.0,0.0,0.0,0.0
312,2020-05,S-E-NVE,23.838461538461534,0.0,0.0,0.0
313,2020-05,S-E-GPE,36.50000000000001,0.0,0.0,0.0
314,2020-05,S-S-GAR1,11.42125830691048,0.0,0.0,0.0
315,2020-05,S-S-GRA,341.2616458486173,0.0,0.0,0.0
316,2020-05,S-S-FHA,91.80920293847566,0.0,0.0,0.0
317,2020-05,S-S-ALE,38.10638278388279,0.0,0.0,0.0
318,2020-05,S-S-MIM,72.05185042230498,0.0,0.0,0.0
319,2020-05,S-S-IVP,130.43979300460597,0.0,0.0,0.0
320,2020-05,S-S-IVI2,136.7942857142857,0.0,0.0,0.0
321,2020-05,S-S-JNO,89.57838446275956,0.0,0.0,0.0
322,2020-05,S-S-ANA,69.26426149607968,0.0,0.0,0.0
323,2020-05,S-S-JOI,312.71958917240687,0.0,0.0,0.0
324,2020-05,S-S-PME,101.76462134403316,0.0,0.0,0.0
325,2020-05,S-S-CTA,60.7493915776535,0.0,0.0,0.0
326,2020-05,S-E-RUM,0.8888888888888888,0.0,0.0,0.0
327,2020-05,S-S-BIG,443.53925326135726,0.0,0.0,0.0
328,2020-05,S-S-GRT,45.71666666666667,0.0,0.0,0.0
329,2020-05,S-S-ITR,15.51201200314836,0.0,0.0,0.0
330,2020-05,S-S-CAX,184.06228054773555,0.0,0.0,0.0
331,2020-05,S-S-CCH,133.95388323750555,0.0,0.0,0.0
332,2020-05,S-E-SERT,17.0,0.0,0.0,0.0
333,2020-05,S-S-OSO2,13.8318954248366,0.0,0.0,0.0
334,2020-05,S-S-XAN,95.09266001772728,0.0,0.0,0.0
